a2z1.jpg,112.36949211045365,2290.4179676907665,6,AtoZ-Gallery
a2z2.jpg,109.22139053254438,2333.800453687721,6,AtoZ-Gallery
a2z3.jpg,113.68793885601578,2250.1939689272276,6,AtoZ-Gallery
a2z4.jpg,82.0680325443787,2646.6031575689603,6,AtoZ-Gallery
cl1.jpg,125.90157790927022,2784.969859443141,3,Classroom
cl2.jpg,130.16713510848126,2935.595049090227,3,Classroom
cl3.jpg,118.83234714003945,3522.3499201319605,3,Classroom
cl4.jpg,122.73865877712032,3397.159521278045,3,Classroom
cl5.jpg,124.3212426035503,3245.9357183770408,3,Classroom
gt11.jpg,142.41416666666666,3888.329476820349,1,Gate-1
gt12.jpg,132.40321992110452,4818.258562610413,1,Gate-1
gt13.jpg,130.60865877712033,4859.571783013744,1,Gate-1
gt14.jpg,127.1070808678501,3082.901265443165,1,Gate-1
gt15.jpg,137.7961637080868,4267.337651949531,1,Gate-1
lab.jpg,112.84099112426036,3209.593034717869,10,Labs
lb1.jpg,108.55799802761341,2977.6944567416135,10,Labs
lb2.jpg,94.57535009861932,3459.8929416920264,10,Labs
lb3.jpg,114.2052268244576,3327.100524948551,10,Labs
lb4.jpg,112.51271696252465,3016.8488520855703,10,Labs
lb6.jpg,85.76500493096647,2835.100620512796,10,Labs
lb7.jpg,97.5564842209073,3129.371582708331,10,Labs
oat.jpg,131.91754437869824,3768.668418033041,5,Oat
oat2.jpg,118.1559516765286,3701.889865465121,5,Oat
oat3.jpg,154.58743096646944,4162.966872591389,5,Oat
oat4.jpg,139.7611785009862,3809.98959644151,5,Oat
oat5.jpg,139.1511785009862,4901.573392595356,5,Oat
pa1.jpg,176.40802761341223,2571.9643221451943,2,Playing-area
pa3.jpg,167.11183431952662,2384.5653333216624,2,Playing-area
paly.jpg,162.82364891518736,2859.620152760368,2,Playing-area
st1.jpg,105.91500493096648,3882.81721863903,1,Statue
st2.jpg,80.13327909270217,3276.8012258353224,1,Statue
st3.jpg,124.73817554240631,4135.150234935654,1,Statue
